x,y
-10598635.5093,3465639.8608999997
-10598519.4145,3465605.883299999
-10613508.5774,3469832.575099997
-10617117.4251,3476693.6292999983
-10606658.4129,3463830.8549999967
-10606770.793,3464107.1152999997
-10606666.803,3464168.420400001
-10606498.8552,3462644.954599999
-10606429.7957,3462515.479500003
-10606436.9036,3462823.9411000013
-10606439.8289,3463001.7387000024
-10606642.9926,3464391.2985000014
-10606009.6128,3464407.0669
-10606389.159,3464117.1806999967
-10606128.7413,3463905.702299997
-10606075.2862,3463848.661600001
-10606423.2192,3464536.9331
-10605878.9712,3464680.474299997
-10605927.7992,3464760.5516000018
-10605775.4578,3464273.793899998
-10605706.0918,3464275.2041999996
-10605423.8982,3464228.4988999963
-10605540.7891,3463988.650200002
-10605889.7664,3464128.1259000003
-10605568.4136,3464098.539499998
-10605574.2021,3464069.6160999984
-10605871.3333,3463873.6908000037
-10605778.0295,3463846.1237000003
-10605555.9217,3462907.001199998
-10605402.1619,3462954.6801000014
-10605596.858,3463072.936800003
-10605502.804,3463067.5732000023
-10620519.8538,3470802.419200003
-10620608.7243,3470889.270800002
-10620641.0661,3470706.9705
-10620364.5093,3470737.203400001
-10606647.4949,3473303.347900003
-10607199.1391,3473172.4932999983
-10607011.4466,3473175.3796999976
-10606788.7507,3473125.2415999994
-10607078.8877,3472944.5661000013
-10607152.1828,3472907.9685999975
-10607255.9641,3472854.335900001
-10606703.3038,3472862.0080000013
-10606811.118,3472296.261500001
-10606701.5371,3472244.920500003
-10606977.1185,3472152.718999997
-10607011.7007,3472117.203900002
-10607029.2098,3472116.9483999982
-10607046.7202,3472116.799900003
-10606725.0295,3472041.6762999967
-10607173.2897,3471974.625500001
-10607121.7266,3472062.196999997
-10607125.1796,3472415.496799998
-10607160.4464,3472379.850299999
-10607160.5064,3472502.8276999965
-10607147.6062,3472678.8013999984
-10614259.4155,3470117.2661999986
-10606438.031,3479908.001699999
-10606280.633,3480057.2331999987
-10606366.2005,3479872.826899998
-10606846.5842,3479809.4913000017
-10606867.549,3479772.3884000033
-10606643.6763,3480733.527099997
-10606786.1742,3480696.1118
